asset_number;asset_description;lamp_type_lupvalue;lamp_rating_w;mounting_type_lupvalue;lat;lon;location
1347824;Feature Lighting - Docklands;1;;Inground;-37.815274381154666;144.94049224376906;-37.815274381154666, 144.94049224376906
1539174;Feature Lighting - Charles Grimes Bridge between Wurundjeri Way and Montague Street;13;150;Pole: Multiple Fixed;-37.82385893394939;144.94816091622923;-37.82385893394939, 144.94816091622923
1541536;Feature Lighting - City Square;13;14;Pole: Multiple Fixed;-37.815527496311354;144.9669961631109;-37.815527496311354, 144.9669961631109
1539387;Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk;;;;-37.82000514024734;144.96505141935344;-37.82000514024734, 144.96505141935344
1346365;Feature Lighting - Docklands;;;;-37.818596754060174;144.9441917943869;-37.818596754060174, 144.9441917943869
1346646;Feature Lighting - Docklands;1;18;Wall;-37.82416516046534;144.94753991928133;-37.82416516046534, 144.94753991928133
1347856;Feature Lighting - Docklands;5;70;Inground;-37.82466521289959;144.9473585345927;-37.82466521289959, 144.9473585345927
1541312;Feature Lighting - Little Bourke Street between Russell Street and Swanston Street;13;14;Pole: Multiple Fixed;-37.81188181257893;144.96746957299837;-37.81188181257893, 144.96746957299837
1543063;Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade;12;;Pole: Multiple Fixed;-37.823069191367864;144.94721903054707;-37.823069191367864, 144.94721903054707
1539801;Feature Lighting - Southbank Promenade between Riverside Avenue and Southgate Avenue;13;70;Pole: Multiple Fixed;-37.81996860141744;144.96623821672452;-37.81996860141744, 144.96623821672452
1539298;Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane;13;35;Pole: Multiple Fixed;-37.82480794277955;144.94531276929678;-37.82480794277955, 144.94531276929678
1487696;Feature Lighting - Docklands;;;;-37.818874332613454;144.94317988187547;-37.818874332613454, 144.94317988187547
1539242;Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane;9;10;Pole: Multiple Fixed;-37.82369889729219;144.94331686091724;-37.82369889729219, 144.94331686091724
1540845;Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard;13;150;Pole: Multiple Fixed;-37.82145998958135;144.9694282684912;-37.82145998958135, 144.9694282684912
1347877;Feature Lighting - Docklands;5;70;Inground;-37.81476234581142;144.9418297779863;-37.81476234581142, 144.9418297779863
1540315;Feature Lighting - Intersection of William Street and Flinders Street;13;100;Pole: Multiple Fixed;-37.81964443397835;144.9601136147626;-37.81964443397835, 144.9601136147626
1541318;Feature Lighting - Intersection of Russell Street and Little Bourke Street;13;14;Pole: Multiple Fixed;-37.811893467105996;144.96749505398859;-37.811893467105996, 144.96749505398859
1347790;Feature Lighting - Docklands;3;36;Parapet;-37.81793684650958;144.95101159688838;-37.81793684650958, 144.95101159688838
1487736;Feature Lighting - Docklands;;;;-37.819398732769415;144.94254122083188;-37.819398732769415, 144.94254122083188
1540404;Feature Lighting - Intersection of Flinders Street and Queens Bridge;12;;Pole: Multiple Fixed;-37.81980599207234;144.96083177622236;-37.81980599207234, 144.96083177622236
1543486;Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing;9;;Pole: Multiple Fixed;-37.82241625662585;144.9453236963283;-37.82241625662585, 144.9453236963283
1540559;Feature Lighting - Swinging Basin Lane;13;35;Pole: Multiple Fixed;-37.82444358559554;144.9435054555479;-37.82444358559554, 144.9435054555479
1542889;Feature Lighting -;12;;Pole: Multiple Fixed;-37.82358940075882;144.9472811474042;-37.82358940075882, 144.9472811474042
1542117;Feature Lighting - Swanston Street between Franklin Street and Victoria Street;13;70;Pole: Multiple Fixed;-37.80696552265504;144.96254771947207;-37.80696552265504, 144.96254771947207
1544555;Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way;9;;Pole: Multiple Fixed;-37.81460429024005;144.94268893529116;-37.81460429024005, 144.94268893529116
1541116;Feature Lighting - Victoria Harbour;2;14;Pole: Multiple Fixed;-37.8159480997736;144.93948474524078;-37.8159480997736, 144.93948474524078
1347875;Feature Lighting - Docklands;1;;Inground;-37.81471454937607;144.9417520319595;-37.81471454937607, 144.9417520319595
1541276;Feature Lighting - Intersection of Russell Street and Little Bourke Street;13;14;Pole: Multiple Fixed;-37.81177692094931;144.96781960128433;-37.81177692094931, 144.96781960128433
1673046;Feature Lighting - Fitzroy Gardens;9;;;-37.81203148193732;144.98000379119895;-37.81203148193732, 144.98000379119895
1348406;Feature Lighting - Docklands;1;;Bridge Beam;-37.820128553163116;144.95071637209145;-37.820128553163116, 144.95071637209145
1543438;Feature Lighting -;9;;Pole: Multiple Fixed;-37.82249358027653;144.94534496733775;-37.82249358027653, 144.94534496733775
1543362;Feature Lighting - Melbourne Goods Railway;12;;Pole: Multiple Fixed;-37.811915074945645;144.94476063398344;-37.811915074945645, 144.94476063398344
1544219;Feature Lighting -;;;Pole: Multiple Fixed;-37.82395891336045;144.9520096567499;-37.82395891336045, 144.9520096567499
1347829;Feature Lighting - Docklands;5;70;Inground;-37.81474594637427;144.94164893567353;-37.81474594637427, 144.94164893567353
1542215;Feature Lighting - Birrarung Marr;9;;Pole: Multiple Fixed;-37.81843862971793;144.97368863034754;-37.81843862971793, 144.97368863034754
